기능,행,구분,code,type,severity,source_system,instance,index,대상,component,조건/내용,message,영향,권장 조치,근거,현재 구현 여부,감지 방식 설명
,감지,알람,A-PRC-033,state_out_of_sync,warning,MGMT_SVR_01,OAM,1,,alerts/restore,open-state 복원 창 불일치(30일) — 장기 지속 알람 재기동 시 중복 open,,,,,후보,restore_open_state 기본 days=30(alarm_sweeper.py:47) vs drift 만 90일(oam_app.py:1392 — 주석이 30~90일 구간 중복 open 명시). agent/service 계열엔 drift 의 _reseed_if_empty 등가 보호도 없음 — 30일+ 지속 알람은 재기동 시 중복 open + 앞선 open 영구 미해소. 복원 창 통일+reseed 일반화가 수정 정본 — 알람화보다 결함 수정 우선 후보
관리,정의,알람,A-COM-019,delivery_failed,major,,,,,reports,job report 전달 적체(재시도 소진 — pending 큐 누적),Job report delivery backlogged ({pending} pending),배포/작업 결과가 OAM 에 미도달(성공/실패 판정 불가),OAM 도달성 확인·큐 소진 감시,X.733,,
,감지,알람,A-COM-019,delivery_failed,major,SIG_SVR_01,AGENT,1,,reports,job report 미전달 적체 — 배포 결과가 OAM 에 미도달,,,,,후보,"4회 재시도 실패 → run/pending_reports.jsonl 적재(_enqueue_pending_report :4235-4243, _deliver_report :4272-4286) — 큐 무한 append(상한 없음). 큐 길이 임계 전이(판정 저렴). 참고: agent 자신의 heartbeat POST 실패는 비대상(OAM connection_lost(AGENT) 소관)"
관리,정의,알람,A-COM-020,connection_lost,major,,,,,fm_sync/<node>,모듈 자기보고(FM_SYNC) 두절 — 판정 불가 종결 후 두절 상태 자체의 알람,FM self-reporting from {node} lost ({misses} sync misses),해당 노드 L2 알람 판정 불가 — 침묵을 정상으로 오인 위험(A-COM-015 와 상보),모듈 FmReporter/경로 확인 — 노드마다 개별 발화,X.733 / 파이프라인 §9,,
,감지,알람,A-COM-020,connection_lost,major,MGMT_SVR_01,OAM-SVC,1,,fm_sync/<node>,모듈 자기보고 두절(FM_SYNC 연속 누락) — 판정 불가 종결 후 두절 자체는 무알람,,,,,후보,_check_stale 이 sync 3회 누락 시 그 노드 self 활성 알람을 판정 불가 close 만 하고 두절 알람은 없음 + ent['last_sync']=now 리셋으로 반복 종결도 막아 흔적 소멸(fm_ingest.py:307-324). now-last_sync > sync_sec×3 open / FM_SYNC 수신 close. 노드별 개별 발화. L2 침묵의 유일 관측점
관리,정의,알람,A-COM-021,delivery_failed,major,,,,AGENT,jobs/<agent>,배포 job 적체(queued/running 무기한 — 회수 타임아웃 부재),"Deploy jobs to {agent} stalled ({count} queued, oldest {age}s)",배포/제어가 해당 노드에 무기한 미집행,agent 상태/큐 회수 확인 — agent 마다 개별 발화,X.733,,
,감지,알람,A-COM-021,delivery_failed,major,MGMT_SVR_01,OAM,1,AGENT,jobs/<agent>,배포 job 적체(queued/running 무기한) — 회수 타임아웃 부재,,,,,후보,"purge_old_jobs 는 종료 job 만 정리(handlers/agents.py:538-563), queued/running 타임아웃 없음(:587-601 pick 만). agent 별 queued 최장 대기 임계 전이. AGENT delivery_failed(reports — 전달 축)와 상보"
관리,정의,알람,A-COM-022,connection_lost,major,,,,,ext/<system>,등록 외부 시스템 도달 불가(TCP probe 실패 지속),External system {system} unreachable ({fails} consecutive probes),해당 연동 기능 불가,대상 시스템/경로 확인 — 시스템마다 개별 발화,X.733,,
,감지,알람,A-COM-022,connection_lost,major,MGMT_SVR_01,OAM,1,EXT_01,ext/<system>,등록 외부 시스템(TCP probe) 도달 불가,,,,,후보,_probe_tcp/_probe_sync 완전 구현(handlers/external_systems.py:144-167) — on-demand(콘솔 버튼·/status)만·주기 호출자 0. 스위퍼 1개 추가로 성립 — probe 실패 N회 open / 성공 close. 시스템마다 개별 발화
관리,정의,이벤트,E-STC-011,lifecycle,-,,,,,,event=module_restarted. watchdog/HA reconcile 에 의한 모듈 자동 재기동,Module {module} auto-restarted by {actor} ({reason}),,,X.731,,
,감지,이벤트,E-STC-011,module_restarted,-,SIG_SVR_01,AGENT,1,MODULE,,watchdog/HA reconcile 에 의한 모듈 자동 재기동,,,,,후보,"kind=stateChange. 두 경로가 배타 집합 — supervise_tick 은 ha_managed 제외(legacy standalone 전용, :4174-4175 → :4214-4218)·HA 모듈은 reconcile(:3627-3635)뿐 — 둘 다 훅 필요. 현재 print 만. process_died 만 있고 '누가 살렸는지' 이력 부재"
관리,정의,이벤트,E-STC-012,availability_transition,-,,,,AGENT,,event=node_state_changed. agent 관측 두절/복귀 전이(offline↔online — A-COM-015 알람과 쌍),Node {node} state changed: {from} -> {to},,,X.731,,
,감지,이벤트,E-STC-012,node_offline,-,MGMT_SVR_01,OAM,1,AGENT,,agent 관측 두절/복귀 전이(node_offline/node_online),,,,,후보,kind=stateChange. _sweep_stale_agents 가 status 만 변경·event_log 기록 없음(oam_app.py:1062-1085). connection_lost(AGENT) 알람과 쌍(이벤트는 전이 이력·알람은 지속 상태)
관리,정의,이벤트,E-AUD-014,job_result,-,,,,,,"event=deployment_failed. 노드 배포/업그레이드 실패·자동 롤백(rc, sha 불일치, rolled_back)",Deployment on {node} failed: {detail} ({rolled_back}),,,X.740,,
,감지,이벤트,E-AUD-014,deployment_failed,-,SIG_SVR_01,AGENT,1,MODULE,,"배포/업그레이드 실패·자동 롤백(rc, sha 불일치, rolled_back)",,,,,후보,"kind=audit. install rc 1~6·self-upgrade 자동 롤백(oam preflight 실패 :4335-4338, start rc≠0 flip-back :4393-4404 — rolled_back 이 job report 문자열에만)이 job 레코드에만 저장(2일 후 purge) — event_log 미기록. 발행은 job report 수신부(OAM)가 더 적절할 수 있음(OAM deploy_job 행과 쌍). agent 자기 버전 전환/self-exec 소비(:5072-5076, :5147-5154 — execv 실패 시 agent 종료)도 params 포함, 롤백 대상 소실(_prune keep=3 :1108-1146 — 복구 수단 없음 지속)은 별도 warning 후보"
관리,정의,이벤트,E-AUD-015,job_result,-,,,,AGENT,,"event=deploy_job. 배포/프로비저닝 job 결과(job_type, agent, result)",Deploy job {job} on {agent}: {result},,,X.740,,
,감지,이벤트,E-AUD-015,deploy_job,-,MGMT_SVR_01,OAM,1,AGENT,,"배포/프로비저닝 job 결과(job_type, agent, result)",,,,,후보,"kind=audit. 배포 job 실패·provision run 실패가 job/run 레코드에만 저장(event_log 0, 실패 이력 2일 후 purge — agent_api.py:644-670, provision/engine.py) — service_control 만 audit 로 남는 비일관 해소. AGENT deployment_failed 행과 쌍(발행 소유 1택)"
